accuracy,precision,recall,f1
0.9229720518064076,0.9402985074626866,0.5454545454545454,0.6904109589041095
0.9635599159074982,0.38461538461538464,0.21739130434782608,0.27777777777777773
0.9611451942740287,0.6538461538461539,0.26153846153846155,0.37362637362637363
0.9706884798909339,0.0,0.0,0.0
0.9404344779257183,0.5111111111111111,0.26744186046511625,0.35114503816793885
0.9747722494744219,0.15384615384615385,0.07407407407407407,0.1
0.9570552147239264,0.4444444444444444,0.06451612903225806,0.11267605633802817
0.9621583742116327,0.8260869565217391,0.2753623188405797,0.41304347826086957
0.9461486025903204,0.7777777777777778,0.08333333333333333,0.15053763440860213
0.8927820602662929,0.76,0.1144578313253012,0.19895287958115185
0.9446391030133147,0.5652173913043478,0.15853658536585366,0.2476190476190476
0.9397337070777856,1.0,0.011494252873563218,0.022727272727272724
0.9250175192711984,0.5263157894736842,0.09259259259259259,0.15748031496062992
0.8640504555010512,0.7766990291262136,0.3187250996015936,0.45197740112994345
0.918009810791871,0.7936507936507936,0.3246753246753247,0.46082949308755755
0.940013633265167,0.5675675675675675,0.22580645161290322,0.32307692307692304
0.9117028731604765,0.8137254901960784,0.4368421052631579,0.5684931506849316
0.9278206026629292,0.825,0.2558139534883721,0.3905325443786982
0.9277436946148603,0.75,0.12931034482758622,0.2205882352941177
0.9152067274001402,0.5869565217391305,0.20930232558139536,0.3085714285714286
0.9420586230402181,1.0,0.011627906976744186,0.022988505747126436
0.9698668535388928,0.0,0.0,0.0
0.9257182901191311,0.4117647058823529,0.06796116504854369,0.11666666666666667
0.9311520109066121,0.48214285714285715,0.2727272727272727,0.34838709677419355
0.8991138377641446,0.7230769230769231,0.2655367231638418,0.3884297520661157
0.9775753328661527,0.6428571428571429,0.25,0.36
0.9693251533742331,0.0,0.0,0.0
0.9418360196215837,0.6666666666666666,0.06976744186046512,0.12631578947368421
0.8875255623721882,0.6666666666666666,0.023952095808383235,0.046242774566473986
0.8934828311142257,0.0,0.0,0.0
0.9529652351738241,0.8235294117647058,0.175,0.28865979381443296
0.9420586230402181,0.859375,0.4198473282442748,0.5641025641025641
0.9719691660826909,0.8571428571428571,0.13333333333333333,0.23076923076923078
0.866853538892782,0.5038759689922481,0.3403141361256545,0.40625
0.923653715064758,0.47058823529411764,0.22018348623853212,0.3
0.9453398738612474,0.4,0.05263157894736842,0.09302325581395349
0.9383321653819201,0.45454545454545453,0.05747126436781609,0.10204081632653061
0.9341275402943238,0.41025641025641024,0.1839080459770115,0.25396825396825395
0.8920812894183602,0.625,0.23529411764705882,0.3418803418803419
