accuracy,precision,recall,f1
0.9202453987730062,0.8607594936708861,0.5887445887445888,0.699228791773779
0.9635599159074982,0.4117647058823529,0.30434782608695654,0.35
0.9570552147239264,1.0,0.03076923076923077,0.059701492537313446
0.972733469665985,1.0,0.06976744186046512,0.13043478260869565
0.9411352487736511,0.5263157894736842,0.23255813953488372,0.3225806451612903
0.9817799579537492,1.0,0.037037037037037035,0.07142857142857142
0.9577368779822768,0.0,0.0,0.0
0.9579537491240364,0.68,0.2463768115942029,0.36170212765957455
0.9420586230402181,0.48,0.14285714285714285,0.2201834862385321
0.8927820602662929,0.5764705882352941,0.29518072289156627,0.3904382470119522
0.9460406447091801,0.7777777777777778,0.08536585365853659,0.15384615384615385
0.9397337070777856,0.6,0.034482758620689655,0.06521739130434784
0.9159074982480728,0.38,0.17592592592592593,0.24050632911392406
0.846531184302733,0.5606060606060606,0.5896414342629482,0.5747572815533981
0.9039943938332166,0.562962962962963,0.4935064935064935,0.5259515570934257
0.9413769597818678,0.5714285714285714,0.3010752688172043,0.3943661971830986
0.918009810791871,0.8288288288288288,0.4842105263157895,0.6112956810631229
0.9194113524877365,0.9375,0.11627906976744186,0.20689655172413793
0.9270620313565099,0.7368421052631579,0.1206896551724138,0.2074074074074074
0.9187105816398038,0.5844155844155844,0.3488372093023256,0.4368932038834951
0.9413769597818678,0.5,0.10465116279069768,0.1730769230769231
0.9670637701471618,0.35294117647058826,0.14285714285714285,0.20338983050847456
0.9292221443587947,0.55,0.10679611650485436,0.17886178861788618
0.9372869802317655,1.0,0.0707070707070707,0.1320754716981132
0.8902522154055896,0.6081081081081081,0.2542372881355932,0.3585657370517928
0.9747722494744219,0.5,0.05555555555555555,0.09999999999999999
0.9700068166325835,0.6666666666666666,0.044444444444444446,0.08333333333333334
0.9411352487736511,0.5333333333333333,0.18604651162790697,0.27586206896551724
0.8936605316973415,0.8666666666666667,0.07784431137724551,0.14285714285714285
0.9039943938332166,0.6027397260273972,0.2894736842105263,0.3911111111111111
0.94546693933197,0.0,0.0,0.0
0.9250170415814588,0.7692307692307693,0.22900763358778625,0.3529411764705882
0.9712683952347583,0.6428571428571429,0.2,0.3050847457627119
0.8647512263489839,0.3333333333333333,0.010471204188481676,0.020304568527918784
0.929107021131561,0.7272727272727273,0.07339449541284404,0.13333333333333333
0.9495444989488437,0.75,0.07894736842105263,0.14285714285714285
0.9411352487736511,0.6363636363636364,0.08045977011494253,0.14285714285714285
0.9446391030133147,0.7857142857142857,0.12643678160919541,0.21782178217821782
0.8843728100911002,0.6470588235294118,0.06470588235294118,0.11764705882352941
