,drug_a_name,drug_b_name,cell_line,synergy
19,5-FU,ABT-888,NCIH23,-5.0426523057
58,5-FU,AZD1775,NCIH23,-7.1158991851
97,5-FU,BEZ-235,NCIH23,4.9902197108
136,5-FU,BORTEZOMIB,NCIH23,-9.1909645858
175,5-FU,DASATINIB,NCIH23,11.5591467519
214,5-FU,DINACICLIB,NCIH23,-9.5337022995
253,5-FU,ERLOTINIB,NCIH23,6.373410139600001
292,5-FU,GELDANAMYCIN,NCIH23,-9.33481084
331,5-FU,L778123,NCIH23,4.785807361
370,5-FU,LAPATINIB,NCIH23,-8.7347995249
409,5-FU,MK-2206,NCIH23,3.9299038906
448,5-FU,MK-4827,NCIH23,-10.5263423251
487,5-FU,MK-5108,NCIH23,-2.7746186765
526,5-FU,MK-8669,NCIH23,21.7378102867
577,5-FU,MK-8776,NCIH23,2.9641513779000004
578,5-FU,MK-8776,NCIH23,-0.0519902509
619,5-FU,PD325901,NCIH23,4.2627084216
658,5-FU,SORAFENIB,NCIH23,-1.2868109975
697,5-FU,SUNITINIB,NCIH23,3.1416706675
736,5-FU,TEMOZOLOMIDE,NCIH23,-22.4185818942
775,5-FU,ZOLINZA,NCIH23,-15.105676358599998
814,ABT-888,BEZ-235,NCIH23,4.1014188757
853,ABT-888,DINACICLIB,NCIH23,11.9707676506
892,ABT-888,GELDANAMYCIN,NCIH23,-6.233105646399999
931,ABT-888,MK-8669,NCIH23,10.1025804599
970,ABT-888,MK-8776,NCIH23,-7.794220194099999
1009,ABT-888,OXALIPLATIN,NCIH23,-22.075093331199998
1048,ABT-888,SN-38,NCIH23,16.483928435
1087,ABT-888,SORAFENIB,NCIH23,13.689255257300001
1126,ABT-888,TOPOTECAN,NCIH23,-13.1746984801
1165,AZD1775,ABT-888,NCIH23,-5.239526715799999
1216,AZD1775,BEZ-235,NCIH23,7.974796872100001
1217,AZD1775,BEZ-235,NCIH23,14.0318298419
1258,AZD1775,BORTEZOMIB,NCIH23,-18.8208140027
1309,AZD1775,DASATINIB,NCIH23,33.9557722303
