,drug_a_name,drug_b_name,cell_line,synergy
0,5-FU,ABT-888,A2058,7.6935301658
39,5-FU,AZD1775,A2058,13.0526874408
78,5-FU,BEZ-235,A2058,13.6791116022
117,5-FU,BORTEZOMIB,A2058,-5.2398784479
156,5-FU,DASATINIB,A2058,31.1256441825
195,5-FU,DINACICLIB,A2058,4.3316952071
234,5-FU,ERLOTINIB,A2058,9.6942857549
273,5-FU,GELDANAMYCIN,A2058,7.3767092383
312,5-FU,L778123,A2058,9.7282647976
351,5-FU,LAPATINIB,A2058,9.1921381489
390,5-FU,MK-2206,A2058,15.9003975952
429,5-FU,MK-4827,A2058,6.7380597244
468,5-FU,MK-5108,A2058,1.8048954561000001
507,5-FU,MK-8669,A2058,32.336231656
546,5-FU,MK-8776,A2058,24.2749721777
547,5-FU,MK-8776,A2058,22.770453821100002
600,5-FU,PD325901,A2058,2.2648345474
639,5-FU,SORAFENIB,A2058,1.4874561766999999
678,5-FU,SUNITINIB,A2058,9.6216201263
717,5-FU,TEMOZOLOMIDE,A2058,2.7743689839999996
756,5-FU,ZOLINZA,A2058,-5.508119589400001
795,ABT-888,BEZ-235,A2058,24.070971475300002
834,ABT-888,DINACICLIB,A2058,11.1487216398
873,ABT-888,GELDANAMYCIN,A2058,22.669720815300003
912,ABT-888,MK-8669,A2058,24.7600060155
951,ABT-888,MK-8776,A2058,15.4587203955
990,ABT-888,OXALIPLATIN,A2058,4.9360377328
1029,ABT-888,SN-38,A2058,37.1975524441
1068,ABT-888,SORAFENIB,A2058,36.1961652133
1107,ABT-888,TOPOTECAN,A2058,-1.1875311978
1146,AZD1775,ABT-888,A2058,10.2488077977
1185,AZD1775,BEZ-235,A2058,22.5206654409
1186,AZD1775,BEZ-235,A2058,-2.1642980406
1239,AZD1775,BORTEZOMIB,A2058,0.23801554809999997
1278,AZD1775,DASATINIB,A2058,54.7695814002
1279,AZD1775,DASATINIB,A2058,15.1716590845
1332,AZD1775,DINACICLIB,A2058,-12.365859775399999
1371,AZD1775,ERLOTINIB,A2058,6.9779629489
1410,AZD1775,GELDANAMYCIN,A2058,8.1440436825
1449,AZD1775,LAPATINIB,A2058,7.2283537341
1488,AZD1775,MK-2206,A2058,18.844726303199998
1527,AZD1775,MK-4827,A2058,32.7687294711
1566,AZD1775,MK-5108,A2058,-9.504263856
1605,AZD1775,MK-8669,A2058,38.93836298
1644,AZD1775,MK-8776,A2058,80.1794017931
1645,AZD1775,MK-8776,A2058,58.97370000270001
1698,AZD1775,OXALIPLATIN,A2058,-0.3924191221
1737,AZD1775,PD325901,A2058,9.7129387617
1776,AZD1775,SN-38,A2058,3.0746171886
1815,AZD1775,SORAFENIB,A2058,-7.5305896353
1854,AZD1775,TOPOTECAN,A2058,5.7150175915
1893,BEZ-235,DINACICLIB,A2058,12.82913573
1932,BEZ-235,MK-8776,A2058,65.61573897390001
1971,BEZ-235,OXALIPLATIN,A2058,21.650410858
2010,BEZ-235,SN-38,A2058,1.9333510288999998
2049,BEZ-235,SORAFENIB,A2058,5.7140047803
2088,BORTEZOMIB,ABT-888,A2058,7.2379476899
2127,BORTEZOMIB,BEZ-235,A2058,6.8176625764
2166,BORTEZOMIB,DASATINIB,A2058,21.6596544046
2205,BORTEZOMIB,DINACICLIB,A2058,-20.0646922996
2244,BORTEZOMIB,GELDANAMYCIN,A2058,-12.3447524076
2283,BORTEZOMIB,MK-8669,A2058,-6.295088842999999
2322,BORTEZOMIB,MK-8776,A2058,16.4094980088
2361,BORTEZOMIB,OXALIPLATIN,A2058,1.295470719
2400,BORTEZOMIB,SN-38,A2058,28.092862437199997
2439,BORTEZOMIB,SORAFENIB,A2058,5.6802129162
2478,BORTEZOMIB,TOPOTECAN,A2058,-12.188184375599999
2517,CARBOPLATIN,ABT-888,A2058,2.7198664064
2556,CARBOPLATIN,AZD1775,A2058,2.0968501681
2595,CARBOPLATIN,BEZ-235,A2058,-6.0745276072
2634,CARBOPLATIN,BORTEZOMIB,A2058,-15.8134978266
2673,CARBOPLATIN,DASATINIB,A2058,36.5563123529
2712,CARBOPLATIN,DINACICLIB,A2058,-19.9574716164
2751,CARBOPLATIN,ERLOTINIB,A2058,-7.666082701100001
2790,CARBOPLATIN,GELDANAMYCIN,A2058,9.354111593999999
2829,CARBOPLATIN,L778123,A2058,0.3311250385
2868,CARBOPLATIN,LAPATINIB,A2058,-5.2848856154
2907,CARBOPLATIN,MK-2206,A2058,1.3534486061000002
2946,CARBOPLATIN,MK-4827,A2058,7.7318563899
2985,CARBOPLATIN,MK-5108,A2058,-20.013842133
3024,CARBOPLATIN,MK-8669,A2058,15.2037346962
3063,CARBOPLATIN,MK-8776,A2058,32.6982278182
3102,CARBOPLATIN,PD325901,A2058,-31.646250205500003
3141,CARBOPLATIN,SORAFENIB,A2058,-33.2718055213
3180,CARBOPLATIN,SUNITINIB,A2058,-8.8203031579
3219,CARBOPLATIN,TEMOZOLOMIDE,A2058,-14.562987290899999
3258,CARBOPLATIN,ZOLINZA,A2058,-23.293997981700002
3297,CYCLOPHOSPHAMIDE,ABT-888,A2058,12.7249674359
3336,CYCLOPHOSPHAMIDE,AZD1775,A2058,4.8374594684
3375,CYCLOPHOSPHAMIDE,BEZ-235,A2058,12.7461879998
3414,CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.609111485
3453,CYCLOPHOSPHAMIDE,DASATINIB,A2058,10.3791196623
3492,CYCLOPHOSPHAMIDE,DINACICLIB,A2058,12.4027520316
3531,CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-2.4771009265
3570,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,2.4735481235
3609,CYCLOPHOSPHAMIDE,L778123,A2058,3.8652029458999997
3648,CYCLOPHOSPHAMIDE,LAPATINIB,A2058,-2.7797634582
3687,CYCLOPHOSPHAMIDE,MK-2206,A2058,10.1727056614
3726,CYCLOPHOSPHAMIDE,MK-4827,A2058,8.5102584655
3765,CYCLOPHOSPHAMIDE,MK-5108,A2058,5.6665922146000005
3804,CYCLOPHOSPHAMIDE,MK-8669,A2058,20.1973205406
3843,CYCLOPHOSPHAMIDE,MK-8776,A2058,6.2135497933
3882,CYCLOPHOSPHAMIDE,PD325901,A2058,-1.8430109412
3921,CYCLOPHOSPHAMIDE,SORAFENIB,A2058,7.6373593747
3960,CYCLOPHOSPHAMIDE,SUNITINIB,A2058,9.1710376846
3999,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,18.0784282325
4038,CYCLOPHOSPHAMIDE,ZOLINZA,A2058,5.5494548264
4077,DASATINIB,ABT-888,A2058,15.352585120999999
4116,DASATINIB,BEZ-235,A2058,70.1804783863
4155,DASATINIB,DINACICLIB,A2058,48.917163590600005
4194,DASATINIB,GELDANAMYCIN,A2058,-6.1123817221
4233,DASATINIB,MK-8669,A2058,84.4453477137
4272,DASATINIB,MK-8776,A2058,63.9567104071
4273,DASATINIB,MK-8776,A2058,49.3854637843
4326,DASATINIB,OXALIPLATIN,A2058,25.6728947281
4365,DASATINIB,SN-38,A2058,34.014962263499996
4404,DASATINIB,SORAFENIB,A2058,36.3294355627
4443,DASATINIB,TOPOTECAN,A2058,6.4764816551
4482,DEXAMETHASONE,ABT-888,A2058,-14.702384611
4521,DEXAMETHASONE,AZD1775,A2058,-6.0379847151
4560,DEXAMETHASONE,BEZ-235,A2058,13.5941902785
4599,DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423
4638,DEXAMETHASONE,DASATINIB,A2058,-0.1787357598
4677,DEXAMETHASONE,DINACICLIB,A2058,-11.4082575223
4716,DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417049
4755,DEXAMETHASONE,GELDANAMYCIN,A2058,-0.4018303213
4794,DEXAMETHASONE,L778123,A2058,-5.0183519054
4833,DEXAMETHASONE,LAPATINIB,A2058,-16.237082531800002
4872,DEXAMETHASONE,MK-2206,A2058,-0.5481215019
4911,DEXAMETHASONE,MK-4827,A2058,-17.630914321600002
4950,DEXAMETHASONE,MK-5108,A2058,-9.8334660478
4989,DEXAMETHASONE,MK-8669,A2058,10.7013116867
5028,DEXAMETHASONE,MK-8776,A2058,-6.365586469099999
5067,DEXAMETHASONE,PD325901,A2058,3.5088316503
5106,DEXAMETHASONE,SORAFENIB,A2058,11.6190157067
5145,DEXAMETHASONE,SUNITINIB,A2058,9.0265014595
5184,DEXAMETHASONE,TEMOZOLOMIDE,A2058,-31.4551128567
5223,DEXAMETHASONE,ZOLINZA,A2058,-12.4407141801
5262,DINACICLIB,MK-8776,A2058,6.3752259787
5301,DOXORUBICIN,ABT-888,A2058,-7.8502589898
5340,DOXORUBICIN,AZD1775,A2058,9.2662883626
5379,DOXORUBICIN,BEZ-235,A2058,2.5594016487999998
5418,DOXORUBICIN,BORTEZOMIB,A2058,-6.7107859624
5457,DOXORUBICIN,DASATINIB,A2058,2.4428538849
5496,DOXORUBICIN,DINACICLIB,A2058,-3.0113840238
5535,DOXORUBICIN,ERLOTINIB,A2058,3.0785296832999998
5574,DOXORUBICIN,GELDANAMYCIN,A2058,8.7563453001
5613,DOXORUBICIN,L778123,A2058,10.0811285083
5652,DOXORUBICIN,LAPATINIB,A2058,6.1319998152999995
5691,DOXORUBICIN,MK-2206,A2058,1.8203104425999999
5730,DOXORUBICIN,MK-4827,A2058,-12.543088358699999
5769,DOXORUBICIN,MK-5108,A2058,-6.2110304888
5808,DOXORUBICIN,MK-8669,A2058,-10.4902325429
5847,DOXORUBICIN,MK-8776,A2058,16.6872304752
5886,DOXORUBICIN,PD325901,A2058,12.3926036226
5925,DOXORUBICIN,SORAFENIB,A2058,-4.8625902988
5964,DOXORUBICIN,SUNITINIB,A2058,-3.1660455861
6003,DOXORUBICIN,TEMOZOLOMIDE,A2058,-8.5362249426
6042,DOXORUBICIN,ZOLINZA,A2058,4.5642394164999995
6081,ERLOTINIB,ABT-888,A2058,9.6671129656
6120,ERLOTINIB,BEZ-235,A2058,30.447234729699996
6159,ERLOTINIB,BORTEZOMIB,A2058,-1.0290095733
6198,ERLOTINIB,DASATINIB,A2058,50.8561267311
6237,ERLOTINIB,DINACICLIB,A2058,0.8405274970000001
6276,ERLOTINIB,GELDANAMYCIN,A2058,19.8583289401
6315,ERLOTINIB,MK-8669,A2058,52.2617159832
6354,ERLOTINIB,MK-8776,A2058,24.1294701352
6393,ERLOTINIB,OXALIPLATIN,A2058,-14.4481460473
6432,ERLOTINIB,PD325901,A2058,6.4222052802
6471,ERLOTINIB,SN-38,A2058,14.2345543965
6510,ERLOTINIB,SORAFENIB,A2058,-1.6565454253
6549,ERLOTINIB,TOPOTECAN,A2058,20.659546651099998
6588,ETOPOSIDE,ABT-888,A2058,1.9172216639
6627,ETOPOSIDE,AZD1775,A2058,15.4450109447
6666,ETOPOSIDE,BEZ-235,A2058,2.8340783444
6705,ETOPOSIDE,BORTEZOMIB,A2058,-6.6714341451
6744,ETOPOSIDE,DASATINIB,A2058,11.2051228578
6783,ETOPOSIDE,DINACICLIB,A2058,-6.5434303497
6822,ETOPOSIDE,ERLOTINIB,A2058,1.9880474087
6861,ETOPOSIDE,GELDANAMYCIN,A2058,31.061566654499998
6900,ETOPOSIDE,LAPATINIB,A2058,-0.8609223723
6939,ETOPOSIDE,MK-2206,A2058,23.841460301799998
6978,ETOPOSIDE,MK-4827,A2058,-1.3765989569
7017,ETOPOSIDE,MK-5108,A2058,-0.7154277823999999
7056,ETOPOSIDE,MK-8669,A2058,-4.1015614091
7095,ETOPOSIDE,MK-8776,A2058,57.679016062399995
7134,ETOPOSIDE,PD325901,A2058,22.1734878239
7173,ETOPOSIDE,SORAFENIB,A2058,-12.1550362495
7212,ETOPOSIDE,SUNITINIB,A2058,-6.9721696863
7251,ETOPOSIDE,TEMOZOLOMIDE,A2058,13.647725297100001
7290,ETOPOSIDE,ZOLINZA,A2058,3.4522398712
7329,GELDANAMYCIN,BEZ-235,A2058,34.5733358528
7368,GELDANAMYCIN,DINACICLIB,A2058,5.9678757799
7407,GELDANAMYCIN,MK-8776,A2058,51.419634908199995
7446,GELDANAMYCIN,OXALIPLATIN,A2058,16.34039127
7485,GELDANAMYCIN,SN-38,A2058,19.0185063841
7524,GELDANAMYCIN,SORAFENIB,A2058,8.8068852279
7563,GELDANAMYCIN,TOPOTECAN,A2058,22.3865856546
7602,GEMCITABINE,ABT-888,A2058,-0.5367336044
7641,GEMCITABINE,AZD1775,A2058,22.5275128206
7642,GEMCITABINE,AZD1775,A2058,9.3791603825
7695,GEMCITABINE,BEZ-235,A2058,13.230969306199999
7734,GEMCITABINE,BORTEZOMIB,A2058,-3.1185354264
7773,GEMCITABINE,DASATINIB,A2058,9.7533108463
7812,GEMCITABINE,DINACICLIB,A2058,-1.9476444593
7851,GEMCITABINE,ERLOTINIB,A2058,4.2865172217000005
7890,GEMCITABINE,GELDANAMYCIN,A2058,8.9984178543
7929,GEMCITABINE,LAPATINIB,A2058,-0.1023817456
7968,GEMCITABINE,MK-2206,A2058,19.246762118499998
8007,GEMCITABINE,MK-4827,A2058,-3.7686043288
8046,GEMCITABINE,MK-5108,A2058,6.5846946018
8085,GEMCITABINE,MK-8669,A2058,16.2478514617
8124,GEMCITABINE,MK-8776,A2058,61.6991389524
8125,GEMCITABINE,MK-8776,A2058,93.22193888059999
8178,GEMCITABINE,PD325901,A2058,8.2015114798
8217,GEMCITABINE,SORAFENIB,A2058,-15.0148790625
8256,GEMCITABINE,SUNITINIB,A2058,-2.4779876431
8295,GEMCITABINE,TEMOZOLOMIDE,A2058,9.5521043881
8334,L778123,ABT-888,A2058,6.1419773206
8373,L778123,AZD1775,A2058,22.095916531100002
8374,L778123,AZD1775,A2058,-10.0109578845
8427,L778123,BEZ-235,A2058,33.0346592892
8466,L778123,BORTEZOMIB,A2058,6.174430599299999
8505,L778123,DASATINIB,A2058,38.946817394600004
8544,L778123,DINACICLIB,A2058,12.742483914700001
8583,L778123,ERLOTINIB,A2058,9.9628815352
8622,L778123,ETOPOSIDE,A2058,24.9439129015
8661,L778123,GELDANAMYCIN,A2058,25.8107970161
8700,L778123,GEMCITABINE,A2058,10.3514775815
8739,L778123,LAPATINIB,A2058,15.567887115
8778,L778123,MK-2206,A2058,27.8589690382
8817,L778123,MK-4827,A2058,32.1703331768
8856,L778123,MK-5108,A2058,25.4027630952
8895,L778123,MK-8669,A2058,58.8758485289
8896,L778123,MK-8669,A2058,34.0331862826
8949,L778123,MK-8776,A2058,34.4043337241
8988,L778123,OXALIPLATIN,A2058,0.3519313517
9027,L778123,PD325901,A2058,9.0945023239
9066,L778123,SN-38,A2058,40.8106020289
9105,L778123,SORAFENIB,A2058,23.1874577737
9144,L778123,SUNITINIB,A2058,21.020588736700002
9183,L778123,TEMOZOLOMIDE,A2058,38.5390724898
9222,L778123,TOPOTECAN,A2058,45.103200011400006
9261,L778123,VINORELBINE,A2058,24.0346419433
9300,L778123,ZOLINZA,A2058,9.3180961428
9339,LAPATINIB,ABT-888,A2058,7.0327534722000005
9378,LAPATINIB,BEZ-235,A2058,34.8835732671
9417,LAPATINIB,BORTEZOMIB,A2058,14.510438168399999
9456,LAPATINIB,DASATINIB,A2058,53.534424521800005
9495,LAPATINIB,DINACICLIB,A2058,12.2502026071
9534,LAPATINIB,ERLOTINIB,A2058,-1.7745489064
9573,LAPATINIB,GELDANAMYCIN,A2058,12.5474768449
9612,LAPATINIB,MK-2206,A2058,33.9353620909
9613,LAPATINIB,MK-2206,A2058,49.6185740348
9666,LAPATINIB,MK-4827,A2058,17.424604928599997
9705,LAPATINIB,MK-5108,A2058,-0.5941800601
9744,LAPATINIB,MK-8669,A2058,32.537069207600005
9783,LAPATINIB,MK-8776,A2058,22.634552405700003
9822,LAPATINIB,OXALIPLATIN,A2058,-0.9222425961
9861,LAPATINIB,PD325901,A2058,44.5395978501
9900,LAPATINIB,SN-38,A2058,22.2032431557
9939,LAPATINIB,SORAFENIB,A2058,18.299187850899997
9978,LAPATINIB,TOPOTECAN,A2058,22.0435075766
10017,METFORMIN,ABT-888,A2058,8.236009194
10056,METFORMIN,AZD1775,A2058,8.488617477
10095,METFORMIN,BEZ-235,A2058,28.168886079299998
10134,METFORMIN,BORTEZOMIB,A2058,-20.466923088399998
10173,METFORMIN,DASATINIB,A2058,17.0314701547
10212,METFORMIN,DINACICLIB,A2058,2.4158587026
10251,METFORMIN,ERLOTINIB,A2058,4.9388424973000005
10290,METFORMIN,GELDANAMYCIN,A2058,3.1267915116000005
10329,METFORMIN,L778123,A2058,8.3082311475
10368,METFORMIN,LAPATINIB,A2058,10.7432868809
10407,METFORMIN,MK-2206,A2058,12.756673964500001
10446,METFORMIN,MK-4827,A2058,10.7040637514
10485,METFORMIN,MK-5108,A2058,2.6047924437
10524,METFORMIN,MK-8669,A2058,26.631513470500003
10563,METFORMIN,MK-8776,A2058,0.133987742
10602,METFORMIN,PD325901,A2058,26.409477598200002
10641,METFORMIN,SORAFENIB,A2058,16.7756024511
10680,METFORMIN,SUNITINIB,A2058,7.3881584045
10719,METFORMIN,TEMOZOLOMIDE,A2058,0.8660648306000001
10758,METFORMIN,ZOLINZA,A2058,6.478402999299999
10797,METHOTREXATE,ABT-888,A2058,-20.9261154411
