synergy,class
-14.35191,0
-16.363329,0
17.910198,0
3.5925922,0
-7.8145375,0
4.8934536,0
-16.43802,0
3.3879952,0
-2.923246,0
-17.085379,0
-15.33638,0
5.7212553,0
-20.041103,0
6.2846646,0
-21.316465,0
6.424731,0
9.510988,0
7.67429,0
21.76937,0
31.906893,1
18.808123,0
5.720514,0
9.839527,0
-16.520605,0
-25.057446,0
-10.894669,0
-29.642477,0
3.8211675,0
-0.8377433,0
4.2423143,0
8.00268,0
23.39329,0
11.3032,0
-2.6138968,0
18.004889,0
-2.845098,0
12.18462,0
-13.373112,0
-13.459213,0
32.623074,1
19.10851,0
-8.6227665,0
-2.512773,0
13.578791,0
15.711212,0
19.226755,0
7.7815814,0
6.86299,0
19.681654,0
12.310577,0
25.683031,0
16.384924,0
10.614273,0
24.446814,0
3.935101,0
-14.806211,0
-14.410862,0
-1.7208185,0
11.435295,0
10.708965,0
28.822365,0
-15.731968,0
-8.767063,0
6.403029,0
22.115896,0
8.425497,0
-4.6752887,0
-16.55238,0
-14.224943,0
20.810125,0
2.3209853,0
-2.997261,0
10.403736,0
13.35429,0
-1.1705089,0
1.9874983,0
-10.826332,0
-25.308271,0
-11.421764,0
-6.494817,0
-2.3932219,0
17.117954,0
-26.872,0
-18.974709,0
-11.198824,0
12.945135,0
18.332136,0
-18.117937,0
-22.6538,0
6.9710307,0
25.931643,0
-1.5750778,0
3.7536263,0
20.649212,0
-21.132875,0
6.5756555,0
8.136202,0
20.1867,0
-11.433542,0
7.9398456,0
32.9015,1
-1.4998212,0
-1.2853408,0
21.349152,0
4.8492703,0
44.271828,1
-25.096163,0
-2.3356266,0
-8.851519,0
-29.906914,0
-22.131634,0
-14.123053,0
-13.26479,0
-35.020462,0
7.9193788,0
-21.268492,0
-15.992922,0
-4.537349,0
3.162733,0
17.006332,0
-11.167679,0
2.9866962,0
-5.7426114,0
-2.4274952,0
18.367498,0
15.052233,0
4.1803174,0
-19.765913,0
15.980904,0
-17.460348,0
63.66175,1
-33.806496,0
16.27221,0
0.9460397,0
-11.68457,0
-16.790274,0
-3.4213233,0
-12.589081,0
-5.8046002,0
19.149141,0
-14.992559,0
-15.393032,0
-0.49299955,0
-9.285761,0
7.099452,0
-22.036543,0
28.273233,0
5.4593673,0
15.905174,0
3.4129357,0
-10.209337,0
16.880411,0
16.4657,0
24.887316,0
-0.3746276,0
-15.697403,0
-2.3217845,0
-30.458704,0
4.478729,0
-0.081585646,0
-3.167069,0
6.255269,0
16.58589,0
4.8380837,0
1.1401582,0
2.4328246,0
-24.189022,0
-18.026457,0
-15.6663475,0
21.160397,0
-18.257633,0
-12.70853,0
65.92978,1
-13.145533,0
-5.499784,0
3.1194997,0
-18.744255,0
-5.2095704,0
11.681244,0
11.505894,0
-14.338491,0
-4.5746393,0
0.75871706,0
15.244675,0
-9.902639,0
26.257467,0
7.5975904,0
0.78315496,0
8.2523365,0
12.42314,0
-16.073462,0
7.187713,0
15.677948,0
-0.6290617,0
-5.263659,0
-2.552835,0
20.115343,0
-0.31239843,0
2.7439513,0
-20.728025,0
-6.413337,0
18.58156,0
23.406862,0
-25.822401,0
11.310026,0
38.54094,1
5.2314715,0
12.638655,0
1.1321661,0
-9.815933,0
3.8514867,0
-17.051548,0
-1.6457934,0
-20.530907,0
-13.7344475,0
-18.140244,0
6.248553,0
0.39861512,0
24.424547,0
32.937527,1
-30.222357,0
-13.406942,0
-22.47721,0
8.83325,0
-2.4531074,0
1.597403,0
-15.074205,0
-39.97692,0
8.981394,0
-0.10891867,0
-8.529419,0
24.084223,0
-1.4177299,0
9.453114,0
-24.779531,0
35.239105,1
10.048365,0
21.711803,0
17.29336,0
16.48457,0
11.435244,0
27.168436,0
-15.01568,0
-29.060995,0
13.406603,0
3.071403,0
13.858007,0
-13.440325,0
0.50607777,0
-5.6324134,0
11.916672,0
9.272461,0
-2.2034516,0
18.251833,0
-7.8700576,0
22.146364,0
-31.813036,0
-30.458736,0
14.498333,0
4.023815,0
-4.831451,0
-20.314398,0
19.145393,0
-35.772224,0
-9.38578,0
8.387953,0
-2.129373,0
12.11882,0
-22.090637,0
-3.845181,0
9.014187,0
-12.2215805,0
11.684755,0
32.54717,1
-45.26393,0
2.7101293,0
10.747726,0
-11.516432,0
-6.1350093,0
17.793001,0
-6.093174,0
-25.036331,0
-2.200263,0
-59.05939,0
24.599764,0
-10.537912,0
26.611933,0
-23.21358,0
3.8716607,0
8.8454895,0
8.986168,0
-9.990646,0
41.83477,1
0.09704828,0
10.797377,0
1.8783603,0
-8.9903755,0
5.2940392,0
1.06043,0
-3.35576,0
-10.793154,0
-29.990816,0
-8.755659,0
26.763548,0
-30.02844,0
9.213308,0
16.989906,0
-24.267128,0
4.5431585,0
22.045248,0
15.701914,0
-9.690369,0
19.461998,0
22.085407,0
21.040049,0
-6.62281,0
13.234674,0
-13.3267765,0
-0.59830904,0
6.4574256,0
17.227255,0
-25.950514,0
-38.162704,0
-32.96285,0
-4.3927054,0
19.239462,0
40.248775,1
-21.294767,0
0.6703954,0
-20.213385,0
-1.1780372,0
1.0051217,0
-2.0013132,0
-5.421105,0
-19.96435,0
-7.6473575,0
35.902016,1
10.742876,0
15.504168,0
-18.344744,0
-0.05550146,0
14.034212,0
-15.606018,0
-3.1701975,0
3.6828492,0
6.8426647,0
-19.089386,0
-9.697754,0
16.803486,0
-13.2208805,0
2.0450234,0
-18.785706,0
17.80704,0
18.967157,0
-15.466566,0
-10.839983,0
-11.459705,0
-9.267448,0
3.0871005,0
23.564413,0
20.573698,0
19.888958,0
2.2887692,0
-5.9625654,0
-9.863794,0
19.172298,0
-38.204323,0
-21.728823,0
14.57217,0
-14.336599,0
-38.50486,0
-1.0954185,0
-2.6868224,0
14.929865,0
26.81603,0
1.4750676,0
22.295721,0
-12.58477,0
23.480833,0
7.8758245,0
-22.006756,0
-6.6533866,0
8.485706,0
16.015154,0
-2.0728145,0
19.319479,0
-13.88942,0
7.6547008,0
28.743017,0
-16.221422,0
12.21946,0
37.376938,1
35.249184,1
-31.835344,0
7.745316,0
0.47845125,0
14.599239,0
3.3189044,0
28.785353,0
-25.584414,0
-0.8859925,0
8.889849,0
-7.210894,0
-11.140497,0
-13.607977,0
11.065514,0
22.64964,0
-5.2458396,0
5.8057275,0
8.670612,0
-11.724884,0
-6.650125,0
23.968151,0
3.720511,0
-11.299572,0
52.547897,1
27.945398,0
-8.0579605,0
9.521067,0
8.498621,0
1.758028,0
-4.943067,0
-11.103645,0
0.63740396,0
-21.283178,0
17.81403,0
3.5438943,0
-2.1422,0
16.202602,0
-25.31258,0
-7.82214,0
-26.891623,0
-8.644453,0
3.4620328,0
-20.803373,0
11.854269,0
-22.349222,0
-9.213615,0
11.438812,0
2.3140173,0
3.7986598,0
10.630995,0
-14.717241,0
16.13044,0
9.284964,0
4.886815,0
10.104031,0
-24.78021,0
31.28245,1
0.061611652,0
3.7869487,0
11.235905,0
1.5595331,0
-9.532406,0
6.4337764,0
-25.716154,0
34.390488,1
-0.33651495,0
-1.3307958,0
-3.6398585,0
-14.363432,0
12.5135765,0
-11.180389,0
5.2313,0
2.702189,0
-11.120121,0
6.572291,0
34.55249,1
-33.182686,0
38.93338,1
-14.381525,0
1.4669948,0
6.5364423,0
18.80057,0
-22.491486,0
13.219563,0
1.4125886,0
14.646023,0
-3.8818107,0
-16.242361,0
3.160543,0
18.007818,0
5.6608443,0
18.037474,0
15.43675,0
-7.409129,0
-20.891722,0
-19.606047,0
6.5138636,0
13.018826,0
-41.705338,0
-12.595406,0
18.787222,0
10.386555,0
13.919588,0
7.846524,0
8.97966,0
7.5384784,0
-8.222725,0
4.9311376,0
-6.0268874,0
17.252546,0
-27.561136,0
-11.393318,0
-10.050344,0
-16.094889,0
3.2495112,0
-9.830832,0
25.312979,0
13.391203,0
31.184069,1
17.321226,0
-37.940147,0
-31.06798,0
-9.298471,0
-32.749813,0
37.952225,1
52.59787,1
-4.343018,0
-29.876398,0
-29.986906,0
-20.130543,0
-26.487917,0
-12.5174465,0
-14.38888,0
-15.316776,0
-33.42054,0
1.3400407,0
-14.788641,0
-0.06383371,0
5.4007554,0
-4.4758563,0
14.048185,0
3.0478654,0
-1.7462401,0
-17.863607,0
-21.095686,0
9.733967,0
-0.78925467,0
-9.950306,0
11.893225,0
9.648603,0
-20.216234,0
-5.5986342,0
0.6325917,0
-9.68511,0
-13.946363,0
1.7555737,0
-1.2349181,0
15.481251,0
-1.5611134,0
-9.462669,0
11.073378,0
25.531988,0
24.662092,0
10.100208,0
-12.948019,0
-10.810879,0
-4.076465,0
13.412836,0
-8.836111,0
-13.619284,0
-20.928928,0
18.879028,0
14.887245,0
-17.673157,0
2.211337,0
-1.2452798,0
-13.348139,0
15.178444,0
-2.7553306,0
18.188406,0
19.667196,0
9.907333,0
28.100637,0
-3.996593,0
-1.3927894,0
-15.465519,0
-1.9849257,0
13.019674,0
-18.704565,0
7.600701,0
8.178598,0
-6.4303746,0
13.61525,0
-0.8607993,0
7.9662557,0
14.337257,0
13.211493,0
6.665316,0
34.68357,1
-3.4977717,0
5.081757,0
16.455265,0
-12.577728,0
-16.485275,0
-15.554394,0
29.76849,0
-33.43171,0
15.305485,0
-17.595388,0
38.18528,1
-17.62394,0
-22.18355,0
-16.772535,0
25.194286,0
-8.445311,0
-16.888456,0
6.5225472,0
-24.712915,0
4.1228004,0
24.254221,0
10.813581,0
13.44595,0
15.620796,0
26.839859,0
-17.6101,0
15.412899,0
-11.07939,0
6.3655047,0
-19.281109,0
-4.8629336,0
-12.893808,0
25.039991,0
8.136335,0
4.9175696,0
-11.656658,0
-5.2038875,0
8.937786,0
-3.1935096,0
1.479382,0
-7.4652076,0
-16.986258,0
-16.156221,0
-18.581148,0
-3.6606221,0
-24.42914,0
-20.5484,0
-2.9838977,0
8.758419,0
-6.5452743,0
35.502686,1
-21.05908,0
1.6165566,0
5.12722,0
13.686745,0
-3.0406122,0
9.783813,0
6.6167674,0
8.57992,0
7.7742887,0
37.686447,1
16.50794,0
-21.660192,0
19.94903,0
-10.319038,0
5.4784036,0
2.670319,0
-3.6509414,0
-26.075603,0
3.441,0
5.7675395,0
13.861116,0
-14.500328,0
-4.772218,0
-8.688118,0
-54.332043,0
0.6499009,0
-12.540928,0
5.8688016,0
10.916784,0
29.05864,0
-40.038116,0
8.848085,0
-4.3531346,0
10.637051,0
2.209385,0
6.56955,0
-2.6836495,0
-4.586606,0
16.524746,0
-52.27372,0
-6.73523,0
0.54286623,0
-5.1594157,0
-21.777773,0
-7.1010294,0
1.8795371,0
5.769199,0
-10.267086,0
0.98389673,0
13.374588,0
-14.278099,0
-30.132395,0
6.192475,0
10.13978,0
-25.691702,0
-13.379599,0
12.972742,0
27.599775,0
7.0785303,0
11.354851,0
22.626423,0
-1.6830297,0
17.426718,0
8.8636875,0
-37.76867,0
19.150522,0
2.5612035,0
-15.0378475,0
-9.434891,0
6.031365,0
10.145464,0
6.9702263,0
18.491615,0
-24.237818,0
-4.4300265,0
0.24131918,0
-20.402096,0
4.2528806,0
9.285332,0
6.5345454,0
-11.988813,0
7.5004635,0
-2.773048,0
-14.050087,0
-20.761196,0
-27.117054,0
11.464409,0
8.150196,0
5.4507937,0
-3.9919448,0
35.20611,1
-4.452989,0
19.878569,0
-3.5774674,0
-36.748497,0
-15.947371,0
6.653815,0
-15.842581,0
15.028017,0
1.8425264,0
5.441817,0
-11.428211,0
-22.377441,0
21.107832,0
-12.40011,0
-56.371296,0
11.45911,0
3.346888,0
-4.0493255,0
-15.609835,0
-17.011332,0
-16.151344,0
-25.15186,0
-17.306759,0
7.669493,0
34.90803,1
-26.327412,0
25.179491,0
30.453468,1
7.653497,0
-5.9314637,0
13.621269,0
6.736271,0
43.587006,1
2.5422864,0
9.718548,0
-10.990793,0
14.790514,0
-36.271362,0
22.827662,0
-2.0094864,0
9.2249565,0
-8.508451,0
-22.933432,0
-21.863045,0
8.49795,0
3.381566,0
-15.925608,0
28.367647,0
-6.292415,0
-0.9581466,0
-8.022959,0
62.692616,1
14.038631,0
-27.858665,0
-15.480783,0
26.132538,0
-1.7870154,0
-0.31615305,0
-23.218594,0
3.0800529,0
3.9370522,0
2.3841767,0
-6.8603272,0
15.269485,0
3.7345757,0
-1.1598592,0
6.638373,0
-40.029934,0
-18.407335,0
0.70968723,0
2.2723174,0
-14.007519,0
39.029736,1
4.833733,0
2.18113,0
-13.876461,0
19.561245,0
11.452248,0
16.946154,0
14.005732,0
11.543442,0
43.99808,1
-1.9635539,0
-12.355467,0
-3.0775962,0
8.542364,0
24.976082,0
7.3328094,0
1.7091792,0
19.517937,0
8.266136,0
-3.7647958,0
16.928751,0
-32.960526,0
12.90922,0
-18.362831,0
5.060625,0
7.6272826,0
-8.666681,0
15.480112,0
-1.2690802,0
7.1153893,0
-14.060141,0
-2.4425988,0
-4.44356,0
1.7955732,0
15.255735,0
-18.22769,0
-9.826103,0
-27.423113,0
24.582045,0
20.004478,0
20.91334,0
8.014299,0
-32.820633,0
8.729721,0
-1.7764487,0
1.5949254,0
12.390135,0
-0.9329152,0
8.7233925,0
-9.460541,0
-6.5688777,0
-8.186617,0
3.4858575,0
3.2573717,0
17.400661,0
10.346367,0
22.08021,0
9.285522,0
9.840454,0
2.1545033,0
5.3309283,0
2.1128507,0
-9.096973,0
5.872214,0
0.3715644,0
-28.350058,0
-38.66358,0
14.75252,0
-5.078625,0
36.24084,1
-2.320909,0
33.88837,1
-5.8137465,0
28.596594,0
9.222836,0
-12.154232,0
3.0951865,0
11.033949,0
-22.642183,0
-1.1008029,0
-10.222738,0
4.5075593,0
-0.017646313,0
-7.4515986,0
-40.075096,0
40.754898,1
-19.238974,0
28.063696,0
-29.152273,0
3.4169803,0
-25.970068,0
-13.929689,0
15.551506,0
-20.170086,0
-13.039026,0
40.393158,1
-14.8054905,0
3.272204,0
-5.481763,0
9.442816,0
-11.34853,0
-0.23772192,0
-16.076147,0
17.775215,0
26.004843,0
-6.731154,0
-16.09028,0
18.925106,0
-11.742079,0
22.805906,0
-16.347002,0
-0.42224264,0
-24.36754,0
-22.838287,0
25.511095,0
4.355902,0
-7.172097,0
-10.874222,0
18.341888,0
26.130434,0
7.8883367,0
-17.227404,0
-14.704779,0
-22.491722,0
-1.9787111,0
7.822388,0
-3.3863206,0
23.012613,0
23.723032,0
1.569983,0
