synergy,class
8.156506,0
8.05672,0
24.349394,0
22.137608,0
22.227663,0
26.29175,0
18.45378,0
-15.279094,0
0.2841791,0
-15.53434,0
-1.209129,0
-19.128752,0
12.194964,0
3.058133,0
56.713573,1
28.443018,0
-13.258262,0
6.374189,0
12.757504,0
-13.505809,0
-0.056241646,0
13.350173,0
-16.56944,0
-1.9038874,0
6.194568,0
-6.2483974,0
5.763887,0
-7.191467,0
-5.9580464,0
2.4091284,0
19.702477,0
-7.334517,0
16.623594,0
-12.966531,0
-15.928367,0
67.39406,1
-22.204302,0
25.807596,0
-3.75233,0
4.7428946,0
-4.4041905,0
5.6538577,0
4.319986,0
15.486711,0
14.214278,0
45.09665,1
-34.254456,0
5.2838035,0
28.65541,0
-4.2886043,0
8.02008,0
21.303562,0
0.7253231,0
2.250324,0
5.765735,0
8.653504,0
-20.79894,0
-1.5920702,0
0.098657,0
9.851122,0
-12.253209,0
5.626224,0
24.121063,0
15.764756,0
4.2962813,0
16.729683,0
-7.2206864,0
25.228003,0
1.4870867,0
-1.7309834,0
11.811029,0
-8.582746,0
-14.888229,0
-3.7044365,0
43.023327,1
-12.647535,0
-4.060696,0
-19.514421,0
27.39044,0
22.66247,0
10.061972,0
14.4274645,0
-22.49511,0
21.598822,0
9.67707,0
4.342438,0
-6.074554,0
-19.74937,0
-8.501548,0
-1.9833475,0
10.149674,0
1.1788219,0
25.241188,0
-7.126307,0
55.115868,1
32.140232,1
23.579094,0
-11.511388,0
-4.745171,0
19.618795,0
12.471,0
-18.58254,0
-3.6246898,0
10.938284,0
33.218864,1
-13.363032,0
30.096113,1
14.713592,0
5.9520917,0
16.63831,0
12.846551,0
23.834375,0
-6.3906693,0
28.449404,0
13.854083,0
29.97624,0
-23.734238,0
-14.801831,0
7.082002,0
3.1051571,0
-9.954526,0
16.722984,0
-20.709806,0
-3.1357696,0
-1.4093729,0
-0.5473105,0
37.802902,1
-1.5507551,0
2.116769,0
2.0666416,0
3.6154792,0
-11.52859,0
20.050497,0
21.478132,0
5.2577996,0
21.565039,0
8.916322,0
-1.1744992,0
-4.4786515,0
17.120565,0
23.603176,0
12.441401,0
17.203665,0
7.0911202,0
-1.5296761,0
18.323917,0
-3.7218797,0
-22.150595,0
17.906662,0
47.773743,1
-17.843918,0
-10.560751,0
26.375399,0
-11.29935,0
-2.7073467,0
1.6397585,0
3.685891,0
9.348052,0
16.331861,0
-28.004934,0
15.90769,0
7.361707,0
-4.8809333,0
7.287008,0
1.9866918,0
13.226742,0
-2.1905973,0
5.16942,0
0.07244812,0
-50.71131,0
-5.53294,0
-9.314547,0
-20.883688,0
49.928253,1
8.857362,0
-4.2161574,0
-2.6355908,0
-11.401338,0
15.257327,0
32.25844,1
33.11467,1
1.2090887,0
3.6076806,0
11.378827,0
2.2632945,0
17.496363,0
30.607935,1
59.364784,1
4.1575103,0
29.30927,0
-8.772377,0
29.996119,0
-7.379742,0
13.920839,0
23.078484,0
6.9500833,0
3.5506108,0
12.487615,0
66.47633,1
0.7399286,0
-4.912771,0
1.6327995,0
3.00158,0
-18.279316,0
19.243061,0
1.9204401,0
19.933065,0
5.536576,0
-25.532906,0
-11.790032,0
33.976234,1
-31.127626,0
-10.040441,0
14.943609,0
11.697926,0
-12.726083,0
12.978725,0
-0.75140584,0
24.059729,0
12.797956,0
7.9144607,0
1.7253994,0
-6.7625685,0
0.23011146,0
-11.279115,0
14.963333,0
22.392958,0
6.4218287,0
-14.673436,0
6.5102525,0
11.227608,0
-6.735416,0
21.006504,0
-15.813839,0
-22.398052,0
10.023568,0
5.860991,0
20.154802,0
-4.032744,0
78.62074,1
31.33716,1
38.623276,1
16.938946,0
-4.1349216,0
-3.4971435,0
60.103725,1
14.217196,0
3.8104327,0
8.426544,0
