synergy,class
2.8736246,0
-1.9779279,0
6.890157,0
6.799415,0
-7.482581,0
6.67485,0
22.097767,0
19.68349,0
26.103367,0
-22.613201,0
5.005983,0
-11.028105,0
-7.383042,0
1.0844305,0
33.943535,1
5.0315223,0
-22.894722,0
12.786834,0
2.447005,0
-10.466051,0
17.103058,0
-4.3049893,0
-8.033826,0
19.581646,0
-9.526169,0
5.0117307,0
19.458883,0
6.1839266,0
-36.35074,0
1.7096612,0
5.931934,0
8.364677,0
-5.705648,0
7.0178084,0
5.424548,0
28.349802,0
16.232096,0
11.534933,0
3.4507072,0
-2.8656952,0
2.4494693,0
3.1428096,0
0.2558038,0
5.4437866,0
13.04677,0
5.3071494,0
10.25193,0
33.666405,1
-0.89678025,0
-1.7081234,0
8.094372,0
14.61587,0
15.45657,0
2.445769,0
16.96613,0
-0.13473347,0
0.6346204,0
3.9510934,0
19.900776,0
2.936444,0
-8.437366,0
-4.1352377,0
8.984461,0
-5.6251693,0
35.01268,1
-17.599514,0
10.851849,0
-7.1323385,0
1.4055326,0
-4.0965815,0
5.51477,0
-24.648102,0
-3.3954725,0
-5.0397696,0
-7.291063,0
-0.21609142,0
14.113946,0
22.730642,0
6.843474,0
1.1016462,0
-2.3136556,0
16.897333,0
9.468115,0
14.865697,0
5.1166186,0
9.993938,0
-22.484394,0
1.3090351,0
28.536821,0
8.51735,0
-1.3428147,0
4.9856544,0
14.335079,0
-5.729227,0
13.117445,0
-3.0217836,0
12.161545,0
-2.5957997,0
2.0823324,0
3.4052637,0
7.225401,0
3.363836,0
-0.4899371,0
17.186167,0
1.7810323,0
6.179729,0
39.5801,1
-3.5406125,0
21.149637,0
-10.146448,0
21.177555,0
24.338125,0
10.1189995,0
3.3899248,0
13.93033,0
16.34218,0
0.052143782,0
-4.6772003,0
-0.67201257,0
-4.7588124,0
-6.390745,0
-7.2701526,0
1.6606233,0
22.706455,0
-10.642878,0
8.403275,0
0.11100742,0
-0.6567633,0
-26.356432,0
22.945833,0
17.11418,0
-29.961544,0
18.263903,0
21.180178,0
8.689392,0
12.587426,0
-8.201635,0
2.8695452,0
-0.5439389,0
11.753304,0
10.999386,0
6.560936,0
35.539585,1
5.217486,0
20.346344,0
-4.2962604,0
15.23588,0
6.7836947,0
13.329852,0
-6.0235143,0
5.589914,0
-2.791983,0
-10.950331,0
-23.05075,0
-3.4170148,0
3.9853342,0
10.910845,0
1.9809692,0
9.056332,0
-2.179258,0
8.173836,0
-4.177287,0
9.065992,0
1.5257165,0
-3.334211,0
18.196568,0
-1.5652497,0
9.072073,0
-16.949018,0
4.6141453,0
36.21978,1
32.332104,1
-1.8621113,0
