synergy,class
9.120219,0
13.35778,0
-2.3800764,0
14.236935,0
16.669008,0
14.044506,0
11.21128,0
8.796219,0
0.013280898,0
13.322033,0
1.8268585,0
5.96986,0
14.928528,0
6.6494045,0
-18.332203,0
1.3144512,0
14.88785,0
17.348389,0
11.810558,0
9.128334,0
9.0009775,0
8.863401,0
22.922626,0
15.530853,0
24.100348,0
24.54174,0
9.75156,0
0.9767742,0
11.770239,0
5.9422646,0
6.420085,0
30.591715,1
1.6325569,0
23.826588,0
11.436903,0
14.398756,0
15.707111,0
14.633717,0
4.117441,0
-18.125904,0
15.664492,0
35.20287,1
28.809835,0
20.633953,0
17.40639,0
11.475337,0
38.14261,1
34.1139,1
11.592012,0
4.8967295,0
18.746832,0
24.397045,0
23.548552,0
23.764727,0
37.582615,1
33.577282,1
49.02727,1
42.195316,1
23.377527,0
38.618885,1
56.63548,1
49.233337,1
33.299786,1
27.911005,0
13.882515,0
14.790766,0
-6.1562653,0
30.129688,1
40.99148,1
40.029575,1
38.193123,1
20.860867,0
44.007175,1
33.666313,1
27.169996,0
53.645985,1
22.059996,0
5.7254105,0
17.16883,0
52.166332,1
33.05395,1
30.365023,1
-1.9480581,0
2.7786856,0
6.813465,0
5.5828915,0
15.47839,0
7.793432,0
6.12887,0
23.950287,0
8.664801,0
6.4667397,0
18.969833,0
0.92887306,0
-10.231801,0
3.8653374,0
12.6093445,0
16.011902,0
7.3223076,0
0.05482772,0
17.145641,0
8.410722,0
10.051174,0
2.056696,0
-4.479246,0
15.147512,0
-7.6789637,0
5.0465035,0
-3.4766636,0
15.553127,0
15.68375,0
2.2874794,0
-31.207155,0
-6.286332,0
22.207973,0
28.830885,0
1.745182,0
28.737267,0
11.499325,0
20.183025,0
-24.929504,0
-28.61226,0
-11.342987,0
9.503933,0
32.829655,1
18.114008,0
9.17535,0
16.70403,0
7.6541004,0
29.06252,0
44.390186,1
22.219023,0
-33.380657,0
35.190426,1
20.413185,0
-1.4188404,0
13.381708,0
17.587936,0
23.32079,0
26.490862,0
-6.3660355,0
10.809188,0
17.976925,0
19.491926,0
19.41593,0
25.515568,0
40.998222,1
28.97626,0
32.805115,1
8.215237,0
28.423248,0
30.321535,1
-0.41558263,0
-10.729692,0
19.24488,0
23.015678,0
29.737001,0
20.701405,0
18.797194,0
31.361044,1
17.618557,0
-4.0608797,0
23.707241,0
19.566547,0
25.716131,0
16.05199,0
16.3181,0
8.728447,0
18.867636,0
40.78982,1
42.79756,1
11.687296,0
15.323414,0
9.706804,0
6.6696053,0
6.610403,0
14.509596,0
30.405396,1
36.619686,1
25.57742,0
13.462492,0
11.164537,0
0.95510864,0
5.4558315,0
-14.4637985,0
34.547695,1
32.91425,1
28.00692,0
20.81561,0
23.713604,0
19.647078,0
17.442812,0
13.817249,0
17.234102,0
39.180336,1
29.336298,0
-1.289978,0
15.157457,0
20.700344,0
18.400845,0
7.706074,0
15.203888,0
12.887868,0
21.373142,0
1.3827915,0
-8.351128,0
24.276554,0
12.176254,0
-4.629278,0
17.453999,0
28.052748,0
7.541664,0
-21.345268,0
-7.322098,0
47.89314,1
6.390276,0
24.855055,0
19.409763,0
17.88515,0
1.978549,0
-1.5596352,0
18.880266,0
18.453564,0
-2.671852,0
19.249249,0
7.295347,0
6.4509926,0
10.2789135,0
-5.905075,0
-1.1684246,0
6.493574,0
20.447285,0
-7.001568,0
-11.9416275,0
-10.9906845,0
16.12608,0
10.148926,0
18.498596,0
32.625362,1
11.641041,0
15.014168,0
-1.416666,0
7.8256483,0
19.183437,0
26.725082,0
46.714592,1
20.125021,0
2.634098,0
6.548418,0
5.633707,0
21.73931,0
22.565094,0
26.754896,0
26.564152,0
30.895905,1
25.500505,0
12.020357,0
40.61085,1
24.22338,0
13.5781555,0
3.371241,0
13.514074,0
35.08643,1
11.199207,0
40.047516,1
34.450703,1
54.320736,1
29.290913,0
22.119337,0
36.076878,1
27.944012,0
9.386334,0
-6.3099594,0
34.96442,1
42.150326,1
16.593039,0
17.931282,0
26.888075,0
42.76284,1
30.284555,1
30.340551,1
4.884987,0
52.919243,1
42.52058,1
16.20222,0
5.4406033,0
12.105236,0
22.49093,0
11.971254,0
23.473501,0
18.08707,0
31.790035,1
19.509712,0
8.685405,0
24.139223,0
-4.9173813,0
-16.66574,0
17.66336,0
18.63561,0
21.86766,0
21.516823,0
27.153975,0
14.589443,0
32.96921,1
32.544712,1
32.281868,1
20.953068,0
9.17076,0
15.679981,0
17.693712,0
6.2628975,0
13.696934,0
4.3277855,0
21.44254,0
22.981594,0
17.310875,0
14.040272,0
-1.2163334,0
-7.3349724,0
-3.9988651,0
5.2348785,0
18.749376,0
12.864074,0
34.894806,1
6.90427,0
-0.3526382,0
42.49721,1
15.606959,0
4.7821436,0
14.75366,0
21.580318,0
37.128857,1
23.180439,0
33.326595,1
16.570515,0
59.76466,1
18.171148,0
4.3487015,0
39.478294,1
23.326698,0
17.630161,0
45.854946,1
45.557476,1
53.32787,1
10.41258,0
8.286051,0
12.9723015,0
57.358974,1
58.867374,1
35.982628,1
41.424683,1
52.16511,1
32.108856,1
16.83026,0
30.829733,1
32.606716,1
10.731991,0
13.350111,0
-6.484721,0
16.913923,0
8.088995,0
9.354113,0
17.567236,0
32.28012,1
30.755974,1
36.348812,1
8.484078,0
-8.379786,0
-9.469973,0
24.503395,0
22.028484,0
-0.94121265,0
3.8881927,0
7.662411,0
29.457607,0
11.817101,0
6.0935946,0
-0.33631083,0
3.6048717,0
-5.3124275,0
27.307974,0
-11.335632,0
0.26559833,0
8.295754,0
8.499127,0
-1.5056076,0
14.252941,0
5.996775,0
10.1501875,0
27.030624,0
25.078691,0
11.343773,0
5.778289,0
9.135971,0
10.411369,0
12.585318,0
8.78862,0
23.19306,0
-16.28047,0
-16.478765,0
12.007532,0
26.609589,0
14.19475,0
6.2249975,0
32.223644,1
31.759954,1
6.3020935,0
11.097158,0
11.564851,0
19.741945,0
25.530262,0
23.94103,0
24.411943,0
27.56399,0
9.62339,0
10.377673,0
-3.50667,0
12.531895,0
59.471413,1
23.160606,0
31.002857,1
50.551,1
14.526041,0
12.559261,0
35.380985,1
3.2415009,0
38.427807,1
17.05956,0
25.814608,0
0.99214745,0
6.627262,0
13.834175,0
22.807453,0
7.8954043,0
-3.1409187,0
16.226974,0
24.245104,0
12.144242,0
12.205715,0
13.160002,0
21.422955,0
20.266119,0
7.370739,0
16.40155,0
15.283871,0
9.365681,0
4.0762367,0
0.15351489,0
27.740988,0
20.833624,0
20.275427,0
15.501331,0
40.54496,1
25.309406,0
-0.16157529,0
13.857147,0
42.575146,1
21.184538,0
9.376053,0
6.6709156,0
15.499704,0
26.073227,0
14.357677,0
7.3894863,0
3.7378159,0
17.55296,0
16.581158,0
17.626263,0
8.445152,0
23.877739,0
7.2478657,0
16.692457,0
11.503323,0
-8.186028,0
-0.4889488,0
17.859386,0
8.269114,0
8.489035,0
15.322216,0
45.89487,1
23.600613,0
10.764824,0
-16.725018,0
-9.126173,0
-0.20676562,0
6.3395104,0
