synergy,class
8.777707,0
-7.8728476,0
-21.978025,0
0.5666552,0
4.894534,0
12.74681,0
2.510644,0
-14.365942,0
-2.361518,0
12.13355,0
47.86425,1
41.810036,1
2.0910206,0
24.377613,0
7.849925,0
33.5534,1
-19.82848,0
6.139409,0
5.1509266,0
-2.9667463,0
17.156988,0
0.5662728,0
18.692104,0
-1.4293278,0
-0.85239595,0
17.510208,0
-4.405919,0
-2.6114979,0
-18.150324,0
1.9416305,0
17.164274,0
51.48179,1
44.45544,1
10.208735,0
15.234576,0
-11.761073,0
5.6329393,0
4.723624,0
-9.330968,0
7.298856,0
-13.16188,0
-9.662853,0
-9.2526865,0
-25.115257,0
16.796509,0
8.640378,0
-1.7616261,0
8.365388,0
-5.176669,0
13.212719,0
7.8752737,0
24.454702,0
-9.132831,0
34.452827,1
-11.704978,0
35.273823,1
11.632857,0
11.693582,0
-2.3550024,0
-15.06338,0
-5.087331,0
22.266512,0
1.6129609,0
-22.825129,0
-24.733072,0
0.4854613,0
3.798049,0
0.687934,0
-9.007508,0
-0.19333927,0
10.098023,0
18.05036,0
13.874472,0
-6.8792257,0
10.703111,0
24.91634,0
-11.239804,0
7.953948,0
21.014708,0
35.993507,1
-23.445826,0
-1.7581118,0
-8.148238,0
8.265374,0
42.35902,1
2.983282,0
31.409578,1
-3.310174,0
3.1902122,0
11.179732,0
-19.49467,0
-10.574821,0
-30.390047,0
-2.6032171,0
-9.641377,0
44.81034,1
-5.4273157,0
-49.68579,0
-9.176074,0
9.352561,0
-7.2881126,0
-2.1107683,0
5.2008657,0
-33.06207,0
2.066041,0
6.4712696,0
3.6108007,0
-6.750702,0
-1.1202496,0
-17.129587,0
6.6959925,0
11.1991415,0
-10.880398,0
12.017288,0
20.979555,0
9.624536,0
17.74766,0
4.058593,0
-10.124353,0
-6.3225317,0
46.306187,1
5.833946,0
3.49088,0
41.558956,1
-1.5590371,0
10.868518,0
10.686113,0
2.1090608,0
-10.622075,0
-0.97906965,0
-30.936968,0
-4.06516,0
33.68878,1
-39.28821,0
14.631064,0
5.968482,0
